text,label
Cuaca dingin bikin mager? Itu gejala #hausbandel namanya! Yuk minum @nugreentea yg bikin badanmu seger lagi,Tidak Ada
"describe gueee — Orang mager sedunia, kenal kamu waktu main bareng julius, ariani, anak vg tapi aku ganyadar wak...",Ringan
@OddieGETAH not too much. tapi kok rasanya mager ya mau usaha buat buka portal neraka. kecuali ada remote control-nya.,Tidak Ada
"Dah siang ""kredit"" macet ni perut gw! Mau jalan jadi mager.... Huuufffttttt!",Ringan
"Ujan bawaannya males kemana-mana. Jalanan becek, macet, mager juga.",Ringan
"50 facts danish+imperr, no mager! — Ganteng Alayyyyy Perhatian Baik Cowok Ank bskt No punggung ganti2 Pacarku Ma...",Ringan
Ciee yang baru bangun ciee yang masih mager dikasur ciee.. keliatan banget jomblonya /?,Ringan
"Mager tingkat tinggi, remote TV tidak terjangkau, sinetron elang tetap ditonton. Telp dari pacar, rumahnya kosong, capcus.",Ringan
"Iya iyaa. Aku yg salah. Iyaa. RT @SandyNyo: Males gerak, urip ndek malang pirang taun min -_- ""mahasiswamlg: Mager iku oposih rek? *serius",Ringan
Mager iku oposih rek? *serius takok*,Ringan
Mager Singkatan dari kata males gerak. “Laper tapi mager.” - See more at:,Ringan
"Main Zehr To P Loon Shoq sy.! Mager,Shart ye Hai.! ..*MOHSIN*.. Tum Samny Bath kr Sansoon ka Taslsul 'TOOT'TA",Ringan
mager banget pengen tidur lagii 😩,Ringan
"Karena cakung, badan ini menjadi mager. #ciat",Ringan
"B ga janjian ktm ""@neoakulelakimu: Aku malah msh mager... Titideje ,siang ketemu ""B"" lunch bareng yaaaa LalaSeksi""",Ringan
"mager ngetik keles, besok aja keles&lt;3 — Yaudah keles",Ringan
pap sm ka fandy skrg dong teeh kalo ga mager siih... — Udah pulang-_-,Ringan
Ngapain nih enaknya? Besok udah Senin lagi pula. Errr.. Mager.,Ringan
"maksa e RT @sahrulapp: Diam nan""Isnan_16: Kebiasaan RT @sahrulapp: kungkum di wc""Isnan_16: Mager di rumah (more)",Tidak Ada
"Kebiasaan RT @sahrulapp: kungkum di wc""Isnan_16: Mager di rumah min RT @SMABA1_YK: Weekend pada kemana nih?""",Tidak Ada
Mager di rumah min RT @SMABA1_YK: Weekend pada kemana nih?,Tidak Ada
Perasaan lg campur aduk rasanya. Semua hal gak bisa diungkapkan. Cuma bisa diem aja.,Tidak Ada
#CumersHappySatnite Mager bgt kalau lagi....,Ringan
"Malem minggu mager? @PinggSnack Siap menemani malem minggu #PINGGaddict, hub. 2B0367D8 / 081910005071 #adv",Tidak Ada
"Btw, lagi mendung ya? Pasti pada mager ngapa-ngapain. Pasti pada tiduran. Pasti pada meluk guling.",Ringan
"Saking nggak tau enaknya ngapain, sekarang jadi ngantuk begini. Hari Sabtu emang hari magernya mager.",Ringan
"Yang orang bilang seger, yang gue bilang mager. Mandi~",Ringan
Knp sih diciptakan kata mager? Bikin org jd mager deh. Unfortunately im the queen of mager!,Ringan
#isenkRelationship Ya / Tidak lagi mager ?,Ringan
"Mager nih mau makan, pesen @sambal_hijau aja deh :D",Tidak Ada
"Tuh Lazadians, kalo kamu laper tapi mager. Order makan aja di @foodpanda_ID Banyak pilihan makanan, gak kena macet dan byk diskonnya lagi :)",Tidak Ada
"Selamat Pagii.... Bekasi, Cuaca bekasi pagi ini dingin, Jadi jangan pada Mager Sekolah sama Kerja ya :)",Ringan
"pengen hujan, besar menggelagar.. #mager",Ringan
@catatansiDoy mo tidur gueh. Besok terbang ke Bali.. Gue tunggu dr maghrib ampe mager nggak dateng2 lo.,Ringan
"Jadi adem kan hatinya RT @jamesames19 Cuaca mendung,plus dengerin @INDIKA9160FM brian mcknight yng di puter..jd mager bwt kerja",Tidak Ada
"Kan, aku salah kan :((( RT @irfinafm: Jah -_- ""@wiranagara: Penyanyi apa yang males ngapa-ngapain? Mager zain~""",Ringan
"Tuh kan malah ngejek :(( RT @reraafn: Pinterrnyaa mas wira.. ;) ""@wiranagara: Penyanyi apa yang males ngapa-ngapain? Mager zain~",Tidak Ada
"Aku salah ya? :( RT @restirahmadhani: -.- ""@wiranagara: Penyanyi apa yang males ngapa-ngapain? Mager zain~""",Ringan
Penyanyi apa yang males ngapa-ngapain? Mager zain~,Ringan
Cc: @eruraauff nih ada yg mager! :)) “@Nicko_Rendhy: Ujann mlu jdi males kerja :-|”,Tidak Ada
"Laper tapi Mager? Delivery aja via @jasakurirku, pesan makananan apapun jadi mudah. Sms: 081313957781 / Pin:2972197C",Tidak Ada
"Kalo hujan trs jadi mager --""",Tidak Ada
@KenRaka_ ye serius nyante aja.. Kalo mager yoda gausah.. Sensitip amat sih lo,Tidak Ada
tu mera kuchh nahiN lagta hai mager jaan e hayaat!... jaanay kioN teray liye dil ko dharrakta dekhuN,Ringan
"Global listeners, siapa yg msh kejebak macet /mager di kantor karena Jakarta lg padat?! sampe nanti jam 12mlm ada @jayadixon di #ComfortZone",Tidak Ada
#RemajaIndonesia Kamu Udah / Belum / Mager buat mandi pagi ini?,Ringan
"Hari senin macet? mager? @PinggSnack Siap menemani #PINGGaddict, hub. 2B0367D8 / 081910005071",Tidak Ada
"Intinya malam suro ya seperti malam"" biasanya , cuma bsa mager di rumah -_-",Ringan
"U.U .Lagi apa nun? ""@VansTiffany: Mager wehh""VansKai_: Napa lu nun? "" @VansTiffany: Mager aaaaa""",Tidak Ada
"Udah enak kali ""@amaliamslm: Mager""",Tidak Ada
@Zedd29 Sabhi insan hain mager ~Farq sirf itna hay Kuch log nibhatay hain~ Kuch aazmatay hain @binakapur @bittumathiya @zarmee9211,Tidak Ada
Tum mager yeh kya jaano Lab agar nahi hilte Haath jaag uthte hain Haath bol uthte hain Subh ki azaan ban kar #NoonMeemRashid,Ringan
"@SilvinrlA huahaha tapi beneran. Mager banget malem-malem keluar. Gue mah anak rumahan, tjoy. :p",Tidak Ada
"Buat yg mager, ngintip #LCnewsingle #TPT #Teaser2 aja , trus standby bwt bsk jam 5 yak!",Ringan
yang hari ini mager dan pengen tiduran seharian.. #retweet,Ringan
"Malem minggu mager? @PinggSnack Siap menemani malem minggu #PINGGaddict, hub. 2B0367D8 / 081910005071",Tidak Ada
"1 rupia 1 lakh nahi hota, Mager fir bhi 1 rupia 1 lakh se nikal jaye to wo lakh bhi lakh nahi rahta #WhenItsAboutMoney",Ringan
tu mera kuchh nahiN lagta hai mager jaan e hayaat!... jaanay kioN teray liye dil ko dharrakta dekhuN,Ringan
Waaah “@albellee: Yaqeen hai koi dua be asar na lotegi..khaloos-e-dil se mager koi ilteja to kare #Iltija #shair”,Tidak Ada
"*kesel, ga serem kaya setan Batsheba ""@fajarshidiq21: Dih maenannya kaki *tarik kaki na ala Conjuring ""@fajarshidiq21: Masih mager dikasur",Tidak Ada
"*tarik kaki na ala Conjuring ""@fajarshidiq21: «« Masih mager dikasur dan masih ngantuk (=|""",Tidak Ada
astaga pondok cabe mager bener gak gerak2 (via @PutriAdzanti),Tidak Ada
"Entah yaa kalo kamar udah berantakan, mager banget ngeberesinnya.",Ringan
#YukIsenkNanya SudahMandi / Mager ?,Ringan
"@Cindvia_JKT48 mmbosankan,,mager dikamar,,istirahat seharian",Tidak Ada
Siang ini ditemenin @agdwin @ toag_ebs bakal nemenin siang mager kamu di #EBSReqSiang sampe jam 3 sore! :D,Tidak Ada
"@heri_h_ ahaha mager bgt bangun yak , tp itu bkn selimut hahahav",Tidak Ada
#cumanNANYA lagi mager bgt buat...,Ringan
"Kok, guweeeh? RT @sepianadevi: Ujung2 nya ga mandi nih. Mager bgt buat mandi astaghfirullah!! Ketularan elo nih yung.",Tidak Ada
Mager buat beli cemilan keluar rumah? Beli di Tokopedia aja! #SnackTokped,Ringan
hari ini mager di kamar seharian.. uda lama ga begini...hello dvd... HBO etc... 😍📺🎥🎬… (at Roemah Rasamala) —,Ringan
"Colek bapak ibu dosen biar males ngajar.. #ehh &gt;&gt; @safirannisa: Lagu2nya @swaragamafm siang ini bikin mager &amp; males brgkt kuliah lagi (--,)",Tidak Ada
"Jarang, jaraaaaang banget saya nemu yang pacarannya #TerlaluLama, dalam hati kecilnya bahagia. Lebih banyak gelisah, mau dibawa kemana ~",Tidak Ada
"Matahari nya masih ngumpet sampe siang ini, mager is at maximum level.",Ringan
Jan pap dong jangan males malu ataupun mager pap selfie ya — Maluuuaah,Ringan
Mau mandi aja mager,Ringan
Dengerin lagu2nya John Mayer lagi jam2 ngantuk begini rasanya bikin jadi John Mager.,Ringan
"*gelisah bacanya...""@bali_hottop: biar bisa nafsu tiap hari cz demen banget ng*nt*t bottom yg pas kringetan n njilatin kringetnya",Tidak Ada
@interwin - trnyata liverpool maennya jam 10. tp aku ud mager ke hanglekir. hehe,Tidak Ada
"@varelliaerend yang lama, aora kan deket situ, ngga jauh dari Mandiri... iya... lupa mulu deh, terus kadang suka mager hahaha!",Tidak Ada
Bawaannya mager padahal banyak kegiatan. Maybe i'm missing you.,Ringan
Pengen joging tp mager bgt-__- ayooo riaaaaa,Ringan
@zenwidjanaka baru bgn dab...n mager...,Tidak Ada
"Ada yang mau ngupilin gw ga? 10 ribu per ons deh,mager nih.",Ringan
Hayo.. Ada yang malam ini pengen makan di luar tapi lagi mager alias males gerak? :D | #ZoDa,Ringan
"Sejak pake iBanking &amp; SMS banking, gue gak perlu ke konter buat beli pulsa, gak perlu ke toko buat beli barang~ Mager aje~",Ringan
MAGER bgt ...!!!!,Ringan
#cumanNANYA paling mager itu kalau lagi.....,Ringan
@setiawanyogy @Dim_zy @Uus__ @babecabiita @anantarizki kamar penuh santet bkin mager,Tidak Ada
#Smexolution paling mager kalau udah...,Ringan
Insomnia adalah laper tapi mager.,Tidak Ada
Hari ini fix banget Mager 😪,Ringan
Gak di apa2in -_- org mager masih ngantuk HAHAHA :( RT @qayyumiyumi: @hanggini RAMBUTNYA DIAPAINNN ITUUUU?????:(,Tidak Ada
- Bhool To Jaon Main Us Ko...........!!!! Mager Mere Pass Rahe Ga Kiya........!!!! #UrduPoetry,Ringan
RETWEET yg besok mager banget masuk sekolah!,Ringan
@HarryS_CHB iya nak=)) lagi mager. Ciye sama kaya swip=))),Tidak Ada
Hari minggu ? mager ? jangan dooong! mending naik #BISSekolah sama @nabilapewe &amp; @larasnk dari jam 5 sampe jam 8 nanti ! #DaBest pokoknya!,Tidak Ada
#cumanNANYA mager banget kalau lagi...,Ringan
"Yups, msh bingung nelpon tp ga ada pls?mau ke counter pls tp jauh/mager?tunggu aja kuis #XLShare rangers bakal kasih pulsa gratis ke kamu :)",Ringan
"Y RT @Angelina9gian: O ""@hanggini: Tau gak y guys...aku ngantuk loh.....tp mager....udh gitu aja....""",Ringan
Tau gak guys...aku ngantuk loh.....tp mager....udh gitu aja....,Ringan
Laper nih baru bgn mager sarapan RT @Monica_Pricill: @hanggini jeh?? Galau lagi ya?? Gak laper?? ._.,Tidak Ada
Hoaam.. Pagi- pagi harus ke kampus untuk ngurusin skripsi *mager,Ringan
Hidup - Perangkat Mager Deteksi Lansia ketika Terjatuh,Ringan
Soalnya tadi ada cowo keliatan straight tapi curi2 nyenggol burungku. Aku biarin aja..eh dianya yg keliatan gelisah banget.,Tidak Ada
"3. Pacar mager gara-gara nonton/game, SMS/BBM diabaikan. #LDR",Tidak Ada
"(19) The importance of productivity. ""mager""= ""malas gerak"" tidak akan berlaku untuk orang2 yg paham pentingnya 'produktif'. #TLDM #YOT",Ringan
Wo Humsafar tha mager us say humnawai na thi #FawadKhan #quratulainbalouch #QB,Ringan
hujan engga cuma angin sama petir bikin #mager pd aren tangsel (via @chapunksibontot),Tidak Ada
"Bete banget nih kayaknya, mager banget nih. Mending seru-seruan bareng RYO // JOEY, GANDHI dan juga INDRA sampe jam 8 nanti #KompakKampus",Ringan
"masih, via transfer aja :) RT @redzkyanjar CD RK msh ada ga ? Pen ke store mager -_-",Tidak Ada
"😂“@MissSharena: Gilaaa ini badan masih mager amat yah, tepar dulu yah kita sayaang MrRD_sit *lambaikan tangan ke kamera*",Tidak Ada
"Saya tdk diet, saya anaknya mageran jd gak gendut2 karena makan aja mager. #TipsDietAlami",Ringan
minggu tuh hari paliiing mager sedunia ya. Alias maleess gerakk!:p laper?delivery @lele_nengcitra ajaaa ke 2A8DEFBC,Tidak Ada
Kamu dulu deh. ^^ RT @gitarjatuh: mati aja koh ^^ RT @aMrazing Mau sarapan tapi mager. Tapi laper. Tapi mager. Tapi laper. ┐(´_`)┌,Tidak Ada
"Males gerak. :)) RT @merylind: @aMrazing apa tuh koh ""mager""? :D",Tidak Ada
Mau sarapan tapi mager. Tapi laper. Tapi mager. Tapi laper. ┐(´_`)┌,Ringan
@nurrihardi omg kak aku gak lari2an lg loh...mager larri2,Ringan
#cumanNANYA lagi bosen / lagi mager?,Ringan
#cumanNANYA paling mager itu kalau lagi ngapain?,Ringan
"Kamu orangnya ‘Mager’ atau nggak itu dapat ditentukan saat kamu udah di kasur, ngantuk, tapi lupa matiin lampu kamar..",Ringan
Ini banget. RT @sessaxuanthi: Laper tapi mager,Tidak Ada
RETWEET! Kalo lo hari ini mager banget masuk sekolah.,Tidak Ada
Mager dan pusing |=,Ringan
"""Us Dushman Sy Mat Daro Jo Tanhai Main Tum Per War Kary Mager Us Dost Sy Daro Jo Mehfil Main Tumhari Izzat Pr War Kary"".",Ringan
Mau pergi tapi rasanya mager banget,Ringan
"Kalo emang sayang, didiemin, dicuekin, gak dikabarin, itu bikin dia gelisah banget. Emang agak lebay, tapi ya emang gitu. Pasti gak tenang.",Tidak Ada
MaGer = Males Gerak,Tidak Ada
Siapa bilang mending nahan boker daripada nahan kangen? Nahan boker mah kagak enak banget. Gelisah gimana gitu rasanya. ._.,Tidak Ada
"hari Minggu ini males ngapa ngapain, mager ~(-_-""~) (~""-_-)~",Ringan
Selamat. Kamu normal. RT @liaolalaalesana: Yung kenapa yaa kalau mandi pagi itu bawaannya mager bgt :3 -____-,Tidak Ada
#ErtigaFotoKontes paling mager kalau udah browsing / denger lagu / nonton tv ?,Ringan
Helo! @RADHINI_ hadir di #TraxLagee menemani anak trax yang lagi mager krn hawa-nya udah liburan banget yah. Mau mager pake lagu apa? Xx,Tidak Ada
#CumersAwesome udah fix mager kalau lagi ngapain?,Ringan
"#SKULDESAK masih dlm suasana libur lebaran, @StevenFirdaus @CiaWardhana dan TA @vickooy siap nemenin lo. Siapa yg mager parah hari ini???",Tidak Ada
"Jadi beli satu buat seumur hidup ya to -_- ""@titosaniy: Nah, nek udh enggak mager km cuci popoknya :p ""@cimolljellek: Popok dewasa -____- """,Tidak Ada
Mudik malam hari sampe siang hari ga akan takut “Mager” (Males Gerak) karena kamu sudah punya aplikasi2 canggih untuk tahu lokasi #XLShare,Ringan
Kasian -&gt; RT @hanggini: Mager gue kak RT @kendallJenner : woyyy jeehhh bukain gue pintu kali gue di tinggal sendirian di ruang tv!! Bukain.,Tidak Ada
Mager gue kak RT @kendallJenner : woyyy jeehhh bukain gue pintu kali gue di tinggal sendirian di ruang tv!! Bukain.,Tidak Ada
"Kamarnya @Dim_zy dan @donooo182 ini sm2 mengandung santet, bkin org ngantuk trs dan mager",Tidak Ada
"Kitaab meri , qalam mera , soch b meri, mager jo likhay hain main ne baab us k hain...!!",Ringan
Paraah RT @rYaann04: @mustang88fm #SIGAPP88 abis sahur bareng @suryainsomnia @molanku @felixsaputra_s di kantor gw nguap2...mager...,Sedang
@fxabre yu mager mulu,Tidak Ada
mager sekolah,Ringan
"Awal libur kan awal bulan jugaa, emak kaya lagih nap ""@hanaapii: Kan awal libur kamis,mager iih abis buat bukber nih RT @ayuariantii: Ayooo""",Tidak Ada
"Rasanya ada yang gak beres, padahal semuanya kelihatannya normal-normal aja. Bawaannya mager padahal banyak kegiatan. Maybe i'm missing you.",Ringan
mager tapi semangat! \m/ RT @malessblues: bikin mager ae dah #RockWeekend @kisfmjakarta,Tidak Ada
"Yg sibuk mager (males gerak), bisa kale neh nlp ke *977*5# pake nomer @XL123.. Bs ngobrol brg kite jg tuh!",Tidak Ada
Pagi2 + hujan + dingin = mager banget :| #TulisanPELAJAR,Ringan
males gerak RT @Natasya0906: @OFChristyersPDG Mager tuh emg apa min ?,Tidak Ada
"kan kici mager,pst blm ._. RT @Amalia_CY: baru jg bangun udh tidur lg ci ._. udh mandi blm?? ._. RT",Tidak Ada
"mager tuh ada dihalaman ci RT @mi_ChristyChiBi: i am M.A.G.E.R , what about you?",Tidak Ada
"Well, ada. Cuma gue belum pasang antena sejak pindahan. Mager. :| RT @yusufhelvi: Ga relevan banget,bilang aja g ada tv haha",Tidak Ada
"Pingin karaokean tapi mager? Kalo gw, tinggal klik aja bisa karaokean dimana aja. Seru!",Tidak Ada
"Mager? Nih ada yang bikin seger Tunjukkan Struk Belanja Anda Min 200 rb &amp; Dapatkan Sprite/Coca Cola/Fanta 1,5L Seharga Rp 6.900/botol",Tidak Ada
Good morning hardrockers! semoga mendung tdk bikin mager! Seperti biasa @arykirana &amp; @bayuoktara menemani sampai jam 10 nanti #GMHR,Tidak Ada
Dinginnya. Mager latihan kan tuh,Ringan
"Sesaat lagi, Kak \m/ ""@muhammadiqbal00: nunggu @BreakoutNET .........mager hahahahaxD""",Tidak Ada
"jalan arah terminal tj.priok macett,, kontener nya pada mager *mending cari jln laen dehhh (via @qqnurul2506)",Tidak Ada
. Ye Haal Hai Ke Kaii Raastay Hain Pesh-e-Nazar...* Mager Khayaal Teri Rah-Guzar Ko Jaata Hai...!!! Poet :#AhmadFaraz #UrduPoetry,Ringan
"@denastyputri iya, bikin mager dari kasur sebenernya, memperbanyak ibadah di bulan suci, hahaha!",Tidak Ada
""" Kabi us insaan ko mat khona. "" Jo tum ko Dil se Dua Deta ho... "" Warna Dua to ho gi Mager ""Dil se Dene wala nahi ho ga... Hazrat ALI(AS)",Ringan
@alvy_asky mager parah... Ujan pula di rumah gue. #SahurHore,Ringan
"Tapi gimana caranya biar ga mager alias males gerak untuk Tarawih? Pertama, ini penting nih: pas buka puasa makan jangan banyak2!",Ringan
You don;t like contraception or what?? RT @Asimbilal7: @Razarumi me ne prog dekha ni pura mager mera fav. hai mufti naeem sir g,Tidak Ada
"""liburan gini bawaannya mager + laper ya twiips. [\(¯ε¯“)/] order @lele_nengcitra aja yuk! (`▽´) PINbb: 2A8DEFBC""",Tidak Ada
"Ayo senam kegel sama abang. RT @Rasyiidah: mager yang ""@mahasiswamlg ‏#CeritaSiang mu?....",Tidak Ada
#nowplaying : The A Team - @edsheeran buat @nasibuea dari Gonzaga yg berencana mager seharian di kamar. Selamat mager :p #SchoolingDown,Tidak Ada
Kalo udah mager (males gerak) udah gak bisa di apa apain,Ringan
"Si apin ngajak ke pantai, tapi mager ga ketulungan -___-"" #maafyapin",Tidak Ada
BBM = Bangun Bangun Mager,Ringan
"woooiii..pada mau kmn siiih, ini toll TB.Simatupang mager gini ngekor smpe GT pndk pinang.. (via @echawulan)",Tidak Ada
"Si Sisi ngajakin Tasya ngantri BBM. Tapi Tasya gak mau, soalnya mager dan katanya bisa mengurangi kecantikan dia. #ASEEEK",Ringan
"@fakeqrew /cium/ bau yang. haha, mager aku",Tidak Ada
Mager bangun dari tempat tiduuuuur -__-,Ringan
"tehreer us ki hai, mager dil... khat parrhtay huey atak raha hai - #ParveenShakir",Ringan
Hiksss mager bgt sekolah☹,Ringan
"*mager tapi kelaperan* [\(¯o¯“)/] *kemudian invite 2A8DEFBC* ""delivery @lele_nengcitra kece! always standby"" (`▽´)",Tidak Ada
yuk ke ya :) RT @vinkawidj: Kalo yang mager ke gramedia buat beli bukunya bisa aja sis beli bukunya online,Tidak Ada
Mager. Males gerak. Makan. Males balikan. Mati. Males tidur.,Ringan
Justru pademangan ladangnya makanan!RT @ladykeii: Laper. Mager keLuar + ga tau nyari mkan disini dimana. Hmmm,Tidak Ada
"@tiniiiz_RP iya baru bangun. Masih mager, jadi nanti aja :)",Tidak Ada
Itu bukan lagu kami mas bro.. :) *huff RT @DJ_Ningratt: lagu tuh kena banget? sepi gelisah @burgerkill666 featuring pasha ungu,Tidak Ada
"""liburan gini bawaannya mager + laper ya twiips. \(¯ε¯“)/ order @lele_nengcitra aja yuk (`▽´) PINbb: 2A8DEFBC""",Tidak Ada
"Pulang gak yaa, mager-,-",Ringan
"Di toko-toko terdekat :) RT @bayupasgel Badan lemas banget nih, konsentrasi menurun,gelisah,aktivitas terganggu. Dimana beli mizone? #lagiKO",Tidak Ada
@sofieanasofie mager ya istilahnya :)) ^ik,Tidak Ada
"Duh, yg hari minggunya di rumah doang nton TV sambil tidur2an, mager keluar rumah karena masih jomblo ckck.",Ringan
"""yg laper dan mager kayak mimin.. \(¯ε¯“)/ ayoo di add pin bbnya @lele_nengcitra 2A8DEFBC, order yuuk~"" (`▽´)",Tidak Ada
Hirup mah tong loba teuing mager. Karena mager itu singkatan dari makan pager. Bahaya anjeeer. Teuas. #tips #KAW,Ringan
Tai. mager gue mau sekolah.,Ringan
*semangat tatik2an selimut :o RT @nur_ainii_ainii *tarik selimut lagi* RT @1031Genfmsby: ngantuk mager?nyemangatpagi @Ruli_MC @dessydecyl,Tidak Ada
seninnnn ujannn ngantuk mager??? lgsg nyemangatpagi ajaaa mariii @Ruli_MC @dessydecyl,Tidak Ada
"#logikagagal =D RT @walleydjajadi: Twit @hitmansystem cuman dibaca, tapi MAGER untuk berubah ahaha",Tidak Ada
Mager bangettt harus ya pergi? Huaaahhh,Ringan
"jaksel dan sekitarnya gimana keadan lalinya? Mager nih,ada info2 ga,nonton final champion yg seru dimana?? :) (via @cengengesboys)",Tidak Ada
"Tarah Tarah Sey Bhulaya Mager Yeh Haal Hua, - - Her Aik Khayal Sey Paidaa Tera Khayal Hua. #SHAIR #shairi #urdupoetry",Ringan
Mager alias Males gerak gara2 Jogja diguyur hujan ?? udah yukk begadang bareng #RajaInsom @indraabhimanyu sampe jam 2 pagi di #Ins0000mnia,Tidak Ada
Kalian keparat! @gianluigich @cacash ! #lompatkekasur #nulisdiary #tapigapunyapulpen #beliketoko #mager,Tidak Ada
"Pagi-pagi begini bukan cuma ngerusak mood, tapi bikin mager!",Ringan
RETWEET! Kalo lo mager banget sekolah hari senin.,Tidak Ada
Sabtu: asik besok libur! Gue mau jalan ah! | Minggu: *twitteran di rumah seharian* #Mager,Tidak Ada
yg lagi mager dirumah bisa dengerin @radiogarasi bisa dari PC / HP buat nemenin kamu kamu.. kamu.. dan kamu menghabiskan malam minggu,Tidak Ada
". Dhond Raha Hou'n Mager Nakam Hou'n Abb Tak,,,* Woh Lamha Jiss Mai'n Tu..... Yaad Na Aya Ho..!!! By oWner Jamshaid",Ringan
Morning! Yang udh bangun dan ga mager nntn @Statusseleb yuk,Tidak Ada
"Ngantukzzz hoam ""@Tweetnesian: #RemajaIndonesia aku jadi mager mandi kalau...... ?""",Ringan
did you... did you just say MAGER?!? fix harus nonton video ini: RT @isinfules: mager banget pengen bobo ajaaaaaa ;(,Tidak Ada
"..... iyadeh -_- RT @irfanfd: @gaharugalih jam 9 ya, gue mager, belom mandi, belom belajar, belom sapu, ngepel, nyuci baju, belom dapetin",Ringan
Pada telat gara2 kereta berenti ada yg bunuh diri. Untung gue lama keluar rumah soalnya mager. kl ga bisa emosi sendiri dikereta,Ringan
wo barq-ru tha mager reh gaya kahaaN jaany... ab intizaar kareN ge shikasta-paa us ka - #AhmadFaraz,Ringan
"Dia gak bisa masak yah""@kenvixxeu: kmprt ayah lg mager, minha aja suruh masak ayah mau nyobain masakannya --"" RT @HSangHyeok: @kenvixxeu """,Tidak Ada
Mager beeeettttttt dah,Ringan
"Double Header Videos with @aaronashab 9 Indonesian 'Words' Fix, Ngaret, Selow, Woles, Mager, PW, JAIM, Lebay, Galau",Tidak Ada
"FIX, NGARET, SELOW, WOLES, MAGER, PW, JAIM, LEBAI, GALAU Owh Indonesia, How I Love your creativity",Sedang
Pengennya besok gak masuk tapi ada ulangan praktek mager banget sumpah -___-,Ringan
baru bangun. mager..,Ringan
"@maafbercanda @ikramarki @benzbara_ iki meh do mangan ora? Nek ora, aku mager di rumah. Nitip si Adi wae.",Ringan
Laper akut?mau pergi tp mager alias males gerak ;p delivery order di @lele_nengcitra aja ke 081388518939/2A8DEFBC,Tidak Ada
Yang lagi BETE dan MAGER.... #RETWEET YUK!,Ringan
"Rumah drakula jauh di kastil, pantes aja mukanya pucet, mau ke alfamart mager #gakepikiran",Ringan
"Rumah drakula jauh di kastil, pantes aja mukanya pucet, mau ke alfamart mager",Ringan
"Musuh terbesar kita = diri kita sendiri. Hawa nafsu, ego, idealisme, males, mager dll. Jadi sblm nyalahin orang lain, coba kita ngaca dulu..",Ringan
"@ifansuksesor wah kamu keren kaya macgyver! :p oke, lanjutin cita2 kamu dalam belajar hal baru ya! fokus dan jangan mager! :D",Tidak Ada
"Saran mimin, rajin2 cari info tentang hal2 yg pengen kamu pelajarin. Satu lagi, harus niat dan jgn mager alias males gerak :D",Ringan
scumbag perut: jam-jamnya makan malem nggak ngerasa laper. begitu udah mau tidur tengah malem eh laper dan udah mager.,Tidak Ada
"Have a nice day mamah~ aduh mager mah ""@TL_9MKyungRi: Pagi anak ku tercinta, srapan jgn lupa ya ^^ RT @HSangHyeok: Pagi mamah """"",Tidak Ada
bhahahahah!! RT @eugeniussalim: #nl Cowo Mager - Naskah @kisfmjakarta #OnTheRadio cc: @Emphiet_lerpe,Tidak Ada
"Jujur selalu keren, nak. RT @_jimbot Mager bet bang-_- RT ""@ficocacola: Solat gih :))""",Tidak Ada
@TL_9MKyungRi mager mah (´._.`),Tidak Ada
#SehelaiInfo | Feature One Touch dari @SonyXperiaID #XperiaZ bikin sharing macem2 jadi lebih praktis! Nggak bikin mager :)),Tidak Ada
"Ada yg mager, ada yg maceng (males ngaceng)",Ringan
"ayo udah engga ujan, cuss RT @hendryOrigami ujan boski, bikin mager",Tidak Ada
@maafbercanda @benzbara_ @utieed Do misah2? Tak mager aja nek gitu~,Tidak Ada
"alesannya oke RT @bagasbegudal Bukan mager min,duitnya gede takut g ada kembalian",Tidak Ada
Selamat pagi kalian yang niatnya mau cari makan tapi memilih mager dan kelaperan…,Ringan
hayoo siapa yang udh bgn tp masi mager dikasur? haha. bangun yokk. tp jgn cuma buat cek hp aja yaa! pfffttt. #kebiasaanAGJ #RiseNShine,Tidak Ada
our mager day! dvd-an aja sambil peyukan unyuh deh! @adrarmnsco,Tidak Ada
gua ( ‾̴̴͡͡( •̮.̶̮.̶̮•̮ ) ‾̴̴͡͡ʃƪ) RT @bapzellaw: Ada yg mager mandi. Ada. Pasti ada. Ngaku coba.,Ringan
bisa ga sih nulis twitlonger dari bb? Mager banget balik ke kamar,Ringan
Tidak ada yg seberat dan se-mager mandi. #gayungquotes,Ringan
"@qronoz iya, trip kemarin memang sengaja lama di ubud untuk cari ide tulisan. beberapa hari terakhir di kuta kok. tapi itu juga mager. :))",Tidak Ada
"Messi gelisah banget,haha #BarcaMatch",Tidak Ada
@wayanresi mager ah diatas hahaha hpku jg aku lepas memorynya._.,Tidak Ada
"Ik raat bahuu ne kisi gair merd ke saath guzari, mager saas ne kuch na kaha, bhala kiun, kiun ke saas bhi kabi Bahu thiiiiiiiii",Ringan
Mana K Tum Hasen Ho Tumen Haq Hain Shararat Ka. Mager Kisi Ki Jaan Chali Jaye Shararat Yun tu Nahi Kartey.. Follow @Azeem_MsG send 40404.,Tidak Ada
"Nah, udah banyak juga nih YOTers yang berpendapat mengenai ""mager"" karena cuaca. Saran admin, jangan jadikan cuaca sebagai penghambat ya :D",Tidak Ada
"Mau tanya dong, sebesar apa sih pengaruh cuaca di luar rumah sama tingkat ke-""mager""an kamu? Sharing yuk ;)",Ringan
"@Agen_YoonaGG nonton gajelas nun, gendut loh nun kalo mager",Tidak Ada
